,symbol,volume,can_use_volume,frozen_volume,market_value
0,123052.SZ,1000,0,1000,127200.0
1,123054.SZ,500,0,500,62555.0
2,123135.SZ,2050,1550,500,260673.9
3,123209.SZ,500,0,500,62660.00000000001
4,128091.SZ,280,100,180,39817.68
