,交易日,交易所代码,ETF交易代码,ETF申赎代码,最小申购赎回单位份数,最大现金替代比例,预估现金差额,前一交易日现金差额,前一交易日基金单位净值,前一交易日申赎基准单位净值,当日申购赎回基准单位的红利金额,ETF申赎类型,ETF证券名称
956,20241011,2,159960,159960,1000000,1.0,-121.83,2637.87,0.7705,770473.62,0.0,0,恒生中国企业ETF
957,20241011,2,159961,159961,1000000,0.4,19203.52,19203.52,1.7056,1705648.52,0.0,0,深100ETF方正富邦
958,20241011,2,159964,159964,2000000,1.0,-21796.17,-22568.17,1.4192,2838400.83,0.0,0,创业板ETF平安
959,20241011,2,159966,159966,3300000,0.35,20213.54,9463.54,0.4915,1621955.54,0.0,0,创业板价值ETF
960,20241011,2,159967,159967,3400000,0.35,4212.0,4212.0,0.4879,1658855.0,0.0,0,创业板成长ETF
961,20241011,2,159968,159968,400000,0.5,59.18,-2103.82,6.9607,2784270.18,0.0,0,中证500ETF博时
962,20241011,2,159969,159969,1000000,0.5,-18868.86,-20539.86,1.2131,1213100.14,0.0,0,深100ETF银华
963,20241011,2,159970,159970,300000,0.2,2267.22,2267.22,4.8397,1451915.22,0.0,0,深100ETF工银
964,20241011,2,159971,159971,2000000,0.5,202.83,202.83,1.524,3048002.83,0.0,0,创业板ETF富国
965,20241011,2,159972,159972,10000,1.0,-1641.82,-1592.17,113.1866,1131866.38,0.0,0,5年地债ETF
966,20241011,2,159973,159973,1000000,0.5,-33633.26,-10553.26,1.3614,1361434.74,0.0,0,民企ETF
967,20241011,2,159974,159974,1000000,0.5,-4223.77,-4468.77,1.6475,1647472.23,0.0,0,央企创新ETF
968,20241011,2,159975,159975,2500000,0.4,5100.69,5100.69,0.5854,1463384.69,0.0,0,深100ETF招商
969,20241011,2,159976,159976,1000000,0.8,18576.01,17990.62,1.1173,1117285.44,0.0,0,湾创ETF
970,20241011,2,159977,159977,1000000,1.0,-10839.8,-10839.8,2.2774,2277385.2,0.0,0,创业板ETF天弘
971,20241011,2,159980,159980,1000000,1.0,122574.79,122574.79,1.7012,1701249.79,0.0,0,有色ETF
972,20241011,2,159981,159981,1000000,1.0,-4705.7,-4705.7,1.4604,1460414.3,0.0,0,能源化工ETF
973,20241011,2,159982,159982,2000000,0.5,7586.66,5004.98,1.4269,2853816.19,0.0,0,中证500ETF鹏华
974,20241011,2,159985,159985,1200000,1.0,6013.38,6013.38,1.9183,2301973.38,0.0,0,豆粕ETF
975,20241011,2,159991,159991,2800000,0.4,3408.0,3408.0,0.4815,1348127.0,0.0,0,创大盘ETF
976,20241011,2,159992,159992,600000,0.5,722.88,632.88,0.7618,457078.88,0.0,0,创新药ETF
977,20241011,2,159993,159993,500000,0.5,880.46,5696.46,1.1894,594686.46,0.0,0,证券ETF龙头
978,20241011,2,159994,159994,1000000,0.5,21601.08,21601.08,0.935,935013.08,0.0,0,5GETF
979,20241011,2,159995,159995,1400000,0.5,7471.48,7593.22,1.129,1580597.65,0.0,0,芯片ETF
980,20241011,2,159996,159996,2000000,0.8,-886.34,-1206.34,1.3068,2613538.66,0.0,0,家电ETF
981,20241011,2,159997,159997,1000000,0.8,7520.5,7520.5,1.0525,1052474.5,0.0,0,电子ETF
982,20241011,2,159998,159998,1200000,0.8,-7273.6,-7273.6,0.7895,947351.4,0.0,0,计算机ETF
