,日期,涨跌幅,上涨比例
0,20231204,1.0009839426129206,0.4575858250276855
0,20231205,0.9826590272947588,0.08348095659876
0,20231206,1.0049243070493277,0.6304251550044287
0,20231207,0.9968401895767084,0.334514842711564
0,20231208,0.9900086324542026,0.2286916094753154
0,20231211,1.0105916793273177,0.7733008634049148
0,20231212,1.0055932750271739,0.6026123533318575
0,20231213,0.994038933629455,0.2668732020358486
0,20231214,0.9978699146627878,0.3869469026548672
0,20231215,0.9965160814712292,0.3019911504424778
0,20231218,0.9870662484783534,0.131858407079646
0,20231219,1.0013151928183073,0.5018817799424397
0,20231220,0.9903768005569648,0.1926991150442478
0,20231221,1.0072414300350891,0.7017699115044248
0,20231222,0.9872150521235261,0.1889380530973451
0,20231225,0.9963777709660842,0.3457199734571998
0,20231226,0.9879240908969402,0.135971700198983
0,20231227,1.0076803114049093,0.7188328912466844
0,20231228,1.0183997090508223,0.8372041583720415
0,20231229,1.0146527203826925,0.7979664014146772
0,20240102,1.0032347036676608,0.5523872679045093
0,20240103,0.9968521053394963,0.3894783377541998
0,20240104,0.9972607861410868,0.3638373121131742
0,20240105,0.9840330706108786,0.1009944751381215
0,20240108,0.9816366474554556,0.0777900552486188
0,20240109,1.0058803866124415,0.6816976127320955
0,20240110,0.9912174902990009,0.2218294299602298
0,20240111,1.0164866881355032,0.8433841396068036
0,20240112,0.9932475797768672,0.2900088417329796
0,20240115,0.9986006794001755,0.3951381215469613
0,20240116,0.9961585447572883,0.2703777335984096
0,20240117,0.9759571115825989,0.050364479787939
0,20240118,0.9925588868491219,0.2660631485979244
0,20240119,0.9877988912790612,0.1662618679620225
0,20240122,0.9431439581312709,0.0260543166261868
0,20240123,1.002716726216435,0.5486862442040186
0,20240124,1.0173629254726602,0.8125827814569536
0,20240125,1.035696854316013,0.9476936658574266
0,20240126,0.9989174938975549,0.4515559479143677
0,20240129,0.9700490098728519,0.0957634598411298
0,20240130,0.9683692876358398,0.0450132391879965
0,20240131,0.9531290959245288,0.0626516655636444
0,20240201,0.984301860053435,0.1958967571144937
0,20240202,0.9585225477253622,0.0763291418486654
0,20240205,0.9187523786257805,0.0741394527802295
0,20240206,1.0223814004617107,0.6823295830575777
0,20240207,0.985399566103921,0.415177586587249
0,20240208,1.065419077540409,0.9108954565505072
0,20240219,1.0341745209205815,0.8028231142479048
0,20240220,1.013650505416845,0.6711513012792236
0,20240221,1.0171959634442038,0.7847375385972651
0,20240222,1.023298819513793,0.8857520952801059
0,20240223,1.0268456910519876,0.8488859474961394
0,20240226,1.0137030604582842,0.6846866725507502
0,20240227,1.026777045623349,0.9382307522611956
0,20240228,0.9416953282059924,0.0491947937348334
0,20240229,1.0364579844637796,0.9761747187293184
0,20240301,1.0110673611189989,0.6607851786501985
0,20240304,1.0018251443526314,0.3945743273048082
0,20240305,0.9856348985732083,0.188354653727393
0,20240306,1.010631665970062,0.6461504522391353
0,20240307,0.9932222953474956,0.313478932274432
0,20240308,1.0099343915621783,0.6768144716523273
0,20240311,1.018848773785089,0.8336275375110327
0,20240312,1.0121798977110066,0.6966688727112288
0,20240313,1.0014649657392007,0.4203793559770622
0,20240314,0.9952097388627713,0.3028231142479047
0,20240315,1.0141119692610752,0.8182219280829472
0,20240318,1.0189952836146494,0.8662842012356575
0,20240319,0.9973353915502499,0.3266431407146008
0,20240320,1.011900050094319,0.7400220507166483
0,20240321,1.001855993218001,0.4425578831312018
0,20240322,0.9864537940759875,0.1770672546857773
0,20240325,0.9772977992270923,0.1479603087100331
0,20240326,1.000927030401746,0.5050705467372134
0,20240327,0.968684823534272,0.0967386513882768
0,20240328,1.0230760170136615,0.8596607182198722
0,20240329,1.0123498669771043,0.74283825473777
0,20240401,1.0224003946194118,0.8810572687224669
0,20240402,0.9998382778993332,0.4543052191147324
0,20240403,0.9924502928057687,0.3469162995594714
0,20240408,0.9924502928057687,0.3469162995594714
0,20240409,0.9924503748263271,0.3469162995594714
0,20240410,0.9924504817788706,0.3469162995594714
0,20240411,0.9924504817788706,0.3469162995594714
0,20240412,0.9924506453962879,0.3469162995594714
