,id,CollegeCode,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking
186,267,311,03,工科试验班（生物医药）,非定向,2,567,3,4,7000,奉贤校区,不招色弱、色盲、嗅觉迟钝者。生物工程、制药工程专业入选国家首批一流本科专业建设点、国家特色专业、通过国家工程教育专业认证，含拔尖创新人才培养计划（3+1+X本硕博贯通制）。包含专业：生物工程、制药工程,4177.0
187,268,330,03,临床医学,非定向,4,658,7,5,6000,北京市,色盲色弱不予录取,153.0
188,270,062,03,海洋科学类,非定向,5,496,7,4,7000,校本部主校区,包含专业：海洋科学、海洋技术、海洋资源与环境,14526.0
189,271,288,03,食品营养与健康,非定向,2,559,2,4,5800,蠡湖校区,,5000.0
190,272,409,03,管理科学与工程类,非定向,2,503,2,4,5720,江苏省镇江市,包含专业：信息管理与信息系统、大数据管理与应用、工程管理,13146.0
191,273,189,03,自动化类（智能制造及智能测控）,非定向,20,587,25,4,6600,南校区,包含专业：机械设计制造及其自动化、工业设计、自动化、电气工程及其自动化、测控技术与仪器、电子封装技术、机器人工程,2509.0
192,274,105,03,航空航天类（智慧三航本研衔接班）,非定向,2,630,6,4,6600,长安校区,包含专业：飞行器设计与工程、计算机科学与技术,635.0
193,275,131,03,电子信息类,非定向,4,572,5,4,5500,校本部,包含专业：电子信息科学与技术、通信工程、集成电路设计与集成系统,3695.0
194,276,219,03,轻化工程,非定向,4,483,3,4,5400,校本部,,17058.0
195,277,119,03,工科试验班类（空天力学拔尖计划）,非定向,2,652,2,4,5500,沙河校区,含“信息与计算科学-工程力学”双学士学位项目，不录取无该专业志愿考生。包含专业：工程力学,215.0
196,278,883,03,临床医学,非定向,2,583,2,5,6250,,不招收色盲色弱，矫正视力不得大于800度,2793.0
197,279,435,03,储能科学与工程,非定向,1,572,1,4,5500,北京市,,3695.0
198,281,745,03,电子科学与技术,非定向,2,527,2,4,5965,校本部,,9222.0
199,283,584,03,中医学,非定向,2,549,3,5,5800,校本部,不招收色盲色弱考生,6181.0
200,284,242,03,给排水科学与工程,非定向,2,457,1,4,5220,校本部,,23010.0
201,286,G09,03,临床医学,非定向,2,556,3,5,6760,校本部,不招收色盲、色弱考生,5321.0
