,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,ranking,CollegeLevel,CollegeProvince,CollegeCity
128,3455,本科二批第一次,理科,11,内江师范学院,547,1:1.2,387,333,14,11,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-494.dhtml,37438,,四川省,内江市
129,3468,本科二批第一次,理科,4,陕西学前师范学院,J47,1:1,411,411,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5038141.dhtml,32783,,陕西省,西安市
130,3495,本科二批第一次,理科,6,承德医学院,030,1:1,422,422,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-79.dhtml,32215,,河北省,承德市
131,3538,本科二批第一次,理科,11,湖南医药学院,707,1:1,369,369,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-993.dhtml,32506,,湖南省,怀化市
132,3591,本科二批第三次,理科,7,保定理工学院（民办）,D68,1:1,333,333,7,4,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-398215.dhtml,60194,,河北省,保定市
133,3596,本科二批第一次,理科,6,河北环境工程学院,J24,1:1,341,341,6,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-490263.dhtml,41445,,河北省,秦皇岛市
134,3619,本科二批第二次,理科,5,曲靖师范学院,353,1:1,373,373,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-533.dhtml,47215,,云南省,曲靖市
135,3642,本科二批第一次,理科,24,电子科技大学中山学院（独立学院）,717,1:1,333,333,24,22,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-845.dhtml,54991,,四川省,成都市
136,3664,本科二批第一次,理科,15,哈尔滨金融学院,041,1:1,353,353,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-196.dhtml,53703,,黑龙江省,哈尔滨市
137,3665,本科二批第一次,理科,5,上海健康医学院,389,1:1,420,420,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-206.dhtml,32783,,上海市,上海市
138,3666,本科二批第三次,理科,8,四川工业科技学院（民办）,J55,1:1,333,333,8,6,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2055.dhtml,60194,,四川省,德阳市
139,3678,本科二批第一次,理科,44,辽宁何氏医学院（民办）,E17,1:1,341,341,44,45,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1855.dhtml,48492,,辽宁省,沈阳市
140,3681,本科二批第一次,理科,8,成都医学院,K68,1:1,409,409,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1944.dhtml,35981,,四川省,成都市
141,3688,本科二批第一次,理科,6,韩山师范学院,085,1:1,351,351,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-442.dhtml,32783,,广东省,潮州市
142,3691,本科二批第一次,理科,11,楚雄师范学院,M04,1:1,340,340,11,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-789.dhtml,38969,,云南省,楚雄彝族自治州
143,3707,本科二批第一次,理科,3,河北东方学院（民办）,G98,1:1,333,333,3,1,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18670467.dhtml,56309,,河北省,唐山市
144,3734,本科二批第一次,理科,2,湖北文理学院理工学院（独立学院）,G45,1:1,336,336,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1612.dhtml,55654,,湖北省,武汉市
145,3749,本科二批第一次,理科,118,华北科技学院,461,1:1,349,349,118,119,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-730.dhtml,40203,,河北省,廊坊市
146,3761,本科二批第一次,理科,17,辽宁师范大学海华学院（独立学院）,F29,1:1,333,333,17,16,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1582.dhtml,60194,,辽宁省,大连市
147,3790,本科二批第一次,理科,10,湖州学院,G48,1:1,419,419,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1632.dhtml,32506,,浙江省,湖州市
148,3791,本科二批第一次,理科,12,上海立达学院（民办）,C11,1:1,333,333,12,5,7,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1115.dhtml,57968,,上海市,上海市
149,3829,本科二批第一次,理科,11,洛阳师范学院,A92,1:1,387,387,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-379.dhtml,34816,,河南省,洛阳市
150,3841,本科二批第一次,理科,35,牡丹江医学院,872,1:1,381,381,35,36,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-186.dhtml,37438,,黑龙江省,牡丹江市
151,3850,本科二批第一次,理科,10,西安汽车职业大学（民办）,C67,1:1,337,337,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1977.dhtml,58641,,陕西省,西安市
152,3904,本科二批第一次,理科,4,重庆理工大学,999,1:1,465,465,4,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-884.dhtml,21120,,重庆市,重庆市
153,3911,本科二批第一次,理科,5,南京理工大学泰州科技学院（独立学院）,K30,1:1,339,339,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2071.dhtml,58308,,江苏省,泰州市
154,3915,本科二批第一次,理科,5,安阳师范学院,J53,1:1,351,351,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-376.dhtml,35981,,河南省,安阳市
155,3947,本科二批第二次,理科,7,长沙理工大学城南学院（独立学院）,350,1:1,333,333,7,6,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1877.dhtml,60194,,湖南省,长沙市
156,3975,本科二批第三次,理科,13,西安交通工程学院（民办）,176,1:1,333,333,13,10,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1819.dhtml,60194,,陕西省,西安市
157,3989,本科二批第一次,理科,18,浙江科技学院,968,1:1,449,449,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-704.dhtml,25058,,浙江省,杭州市
158,4008,本科二批第一次,理科,64,北京科技大学天津学院（独立学院）,D71,1:1,334,334,64,64,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-93355.dhtml,59878,,天津市,天津市
159,4009,本科二批第一次,理科,8,中国计量大学现代科技学院（独立学院）,D73,1:1,339,339,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1637.dhtml,44318,,江苏省,南京市
160,4026,本科二批第一次,理科,15,山东政法学院,E63,1:1,407,407,15,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-85314.dhtml,22277,,山东省,济南市
161,4030,本科二批第一次,理科,3,郑州师范学院,C27,1:1,406,406,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6689852.dhtml,36852,,河南省,郑州市
162,4068,本科二批第一次,理科,10,辽宁中医药大学,A27,1:1,406,406,10,11,0,,30293,,辽宁省,沈阳市
163,4075,本科二批第一次,理科,7,成都工业学院,N28,1:1,393,393,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-736.dhtml,30825,,四川省,成都市
164,4086,本科二批第一次,理科,3,天津外国语大学滨海外事学院（独立学院）,A05,1:1,333,333,3,2,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1899.dhtml,49156,,天津市,天津市
165,4090,本科二批第一次,理科,15,湖北中医药大学,535,1:1,385,385,15,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-394.dhtml,33373,,湖北省,武汉市
166,4100,本科二批第二次,理科,8,黑龙江工商学院（民办）,A66,1:1,333,333,8,6,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1644.dhtml,60194,,黑龙江省,哈尔滨市
167,4103,本科二批第一次,理科,14,郑州航空工业管理学院,J36,1:1,406,406,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-382.dhtml,30038,,河南省,郑州市
168,4111,本科二批第一次,理科,4,西安医学院,222,1:1,382,382,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-936.dhtml,32506,,陕西省,西安市
169,4162,本科二批第一次,理科,3,南京工业职业技术大学,885,1:1,424,424,3,3,0,,31657,,江苏省,南京市
170,4165,本科二批第一次,理科,8,滇西应用技术大学,N58,1:1,359,359,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2229066336.dhtml,51753,,云南省,大理白族自治州
171,4176,本科二批第一次,理科,6,大理大学,592,1:1,349,349,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-528.dhtml,26851,,云南省,大理白族自治州
172,4200,本科二批第一次,理科,7,长春师范大学,L98,1:1,419,419,7,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-168.dhtml,33081,,吉林省,长春市
173,4212,本科二批第一次,理科,15,沈阳科技学院（民办）,F41,1:1,333,333,15,11,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1866.dhtml,53061,,辽宁省,沈阳市
174,4227,本科二批第一次,理科,49,东华理工大学,466,1:1,401,401,49,49,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-316.dhtml,37438,,江西省,抚州市
175,4234,本科二批第一次,理科,8,遵义师范学院,B71,1:1,373,373,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-514.dhtml,39584,,贵州省,遵义市
176,4237,本科二批第一次,理科,15,沈阳航空航天大学,118,1:1,409,409,15,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-119.dhtml,30558,,辽宁省,沈阳市
177,4243,本科二批第二次,理科,20,贺州学院,E13,1:1,333,333,20,19,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-935.dhtml,60194,,广西壮族自治区,贺州市
178,4253,本科二批第一次,理科,15,江苏师范大学,G07,1:1,415,415,15,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-247.dhtml,31351,,江苏省,徐州市
179,4260,本科二批第一次,理科,5,福建江夏学院,H58,1:1,372,372,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2002.dhtml,47568,,福建省,福州市
180,4271,本科二批第一次,理科,2,湖北第二师范学院,LVB,1:1,396,396,2,2,0,,39906,,湖北省,武汉市
181,4283,本科二批第一次,理科,98,吕梁学院,B35,1:1,343,343,98,101,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-607.dhtml,55317,,山西省,吕梁市
182,4298,本科二批第一次,理科,12,河北民族师范学院,094,1:1,344,344,12,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-82.dhtml,48200,,河北省,承德市
183,4300,本科二批第一次,理科,12,山西师范大学,712,1:1,403,403,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-99.dhtml,37756,,山西省,太原市
184,4302,本科二批第一次,理科,11,唐山学院,314,1:1,397,397,11,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-688.dhtml,39584,,河北省,唐山市
185,4324,本科二批第一次,理科,2,昆明城市学院（民办）,G50,1:1,337,337,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1665.dhtml,58923,,云南省,昆明市
186,4326,本科二批第一次,理科,16,榆林学院,940,1:1,349,349,16,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-792.dhtml,47215,,陕西省,榆林市
187,4327,本科二批第一次,理科,42,长春师范大学,429,1:1,387,387,42,43,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-168.dhtml,26317,,吉林省,长春市
188,4332,本科二批第一次,理科,5,德州学院,161,1:1,407,407,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-351.dhtml,36550,,山东省,德州市
189,4348,本科二批第一次,理科,3,成都大学,N66,1:1,426,426,3,3,0,,31095,,四川省,成都市
190,4353,本科二批第一次,理科,6,贵州民族大学,191,1:1,379,379,6,6,0,,34546,,贵州省,贵阳市
191,4356,本科二批第一次,理科,3,重庆师范大学,109,1:1,457,457,3,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-491.dhtml,23010,,重庆市,重庆市
192,4362,本科二批第一次,理科,7,湖南财政经济学院,M06,1:1,367,367,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-840.dhtml,30293,,湖南省,长沙市
193,4363,本科二批第一次,理科,50,太原工业学院,E64,1:1,345,345,50,52,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5495733.dhtml,50485,,山西省,太原市
194,4374,本科二批第一次,理科,15,安徽建筑大学,B92,1:1,405,405,15,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-658.dhtml,34546,,安徽省,合肥市
195,4380,本科二批第二次,理科,7,新余学院,654,1:1,341,341,7,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-831.dhtml,57633,,江西省,新余市
196,4395,本科二批第一次,理科,42,河南工程学院,G24,1:1,343,343,42,45,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-835.dhtml,42062,,河南省,郑州市
197,4399,本科二批第一次,理科,26,兰州理工大学,098,1:1,383,383,26,26,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-572.dhtml,31938,,甘肃省,兰州市
198,4404,本科二批第一次,理科,17,闽江学院,A58,1:1,375,375,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-308.dhtml,46577,,福建省,福州市
199,4410,本科二批第一次,理科,10,泰山学院,A76,1:1,402,402,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-355.dhtml,38067,,山东省,泰安市
200,4418,本科二批第一次,理科,6,青海民族大学,962,1:1,342,342,6,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-586.dhtml,56992,,青海省,西宁市
201,4432,本科二批第一次,理科,3,北京联合大学,530,1:1,436,436,3,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-799.dhtml,27899,,北京市,北京市
202,4433,本科二批第一次,理科,15,湖南涉外经济学院（民办）,A73,1:1,333,333,15,9,6,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1006.dhtml,56992,,湖南省,长沙市
203,4435,本科二批第一次,理科,28,滨州医学院,A61,1:1,402,402,28,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-343.dhtml,25578,,山东省,滨州市
204,4455,本科二批第一次,理科,2,安康学院,G23,1:1,397,397,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-794.dhtml,39584,,陕西省,安康市
205,4459,本科二批第一次,理科,11,海南医学院,A81,1:1,406,406,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-920.dhtml,33673,,海南省,海口市
206,4468,本科二批第三次,理科,5,青岛恒星科技学院（民办）,A22,1:1,333,333,5,2,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1479.dhtml,60194,,山东省,青岛市
207,4479,本科二批第一次,理科,9,宁波财经学院（民办）,G42,1:1,333,333,9,8,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1466.dhtml,52756,,浙江省,宁波市
208,4481,本科二批第一次,理科,4,武昌理工学院（民办）,867,1:1,341,341,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1012.dhtml,57633,,湖北省,武汉市
209,4505,本科二批第二次,理科,4,昆明医科大学,341,1:1,462,462,4,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-527.dhtml,21823,,云南省,昆明市
210,4533,本科二批第一次,理科,29,云南农业大学,B68,1:1,348,348,29,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-525.dhtml,35981,,云南省,昆明市
211,4548,本科二批第一次,理科,2,北京农学院,523,1:1,443,443,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-19.dhtml,26317,,北京市,北京市
212,4578,本科二批第一次,理科,3,吉林医药学院,LF3,1:1,370,370,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1945.dhtml,48200,,吉林省,吉林市
213,4594,本科二批第一次,理科,5,琼台师范学院,D52,1:1,416,416,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2050.dhtml,33979,,海南省,海口市
214,4605,本科二批第二次,理科,17,昆明学院,992,1:1,363,363,17,23,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-791.dhtml,50485,,云南省,昆明市
215,4648,本科二批第二次,理科,11,武昌首义学院（民办）,G27,1:1,333,333,11,10,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1011.dhtml,60194,,湖北省,武汉市
216,4671,本科二批第一次,理科,13,哈尔滨学院,A12,1:1,364,364,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-190.dhtml,34816,,黑龙江省,哈尔滨市
217,4676,本科二批第一次,理科,14,福州大学至诚学院（独立学院）,G55,1:1,356,356,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5494712.dhtml,51753,,福建省,福州市
218,4681,本科二批第一次,理科,12,文华学院（民办）,164,1:1,351,351,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1615.dhtml,41749,,陕西省,西安市
219,4690,本科二批第一次,理科,8,重庆对外经贸学院（民办）,C03,1:1,356,356,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1834.dhtml,46275,,重庆市,重庆市
220,4693,本科二批第一次,理科,10,南昌交通学院（民办）,D21,1:1,339,339,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1745.dhtml,57633,,江西省,南昌市
221,4697,本科二批第一次,理科,14,南京特殊教育师范学院,917,1:1.05,408,389,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-956.dhtml,32506,,江苏省,南京市
222,4708,本科二批第一次,理科,120,大连东软信息学院（民办）,D30,1:1,337,337,120,121,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1874.dhtml,52756,,辽宁省,大连市
223,4710,本科二批第一次,理科,28,长沙医学院（民办）,G16,1:1,381,381,28,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-610.dhtml,44650,,湖南省,长沙市
224,4718,本科二批第一次,理科,7,北京中医药大学,399,1:1,438,438,7,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-23.dhtml,27899,['DFC'],北京市,北京市
225,4721,本科二批第一次,理科,10,吉利学院（民办）,A09,1:1,333,333,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1283.dhtml,60194,,浙江省,杭州市
226,4735,本科二批第三次,理科,25,黑龙江东方学院（民办）,549,1:1,333,333,25,17,8,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-814.dhtml,60194,,黑龙江省,哈尔滨市
227,4742,本科二批第一次,理科,5,广州华立学院（民办）,E29,1:1,345,345,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1897.dhtml,54340,,广东省,广州市
228,4762,本科二批第一次,理科,981,内蒙古鸿德文理学院（民办）,E87,1:1,333,333,981,1025,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46949665.dhtml,60194,,内蒙古自治区,呼和浩特市
229,4767,本科二批第一次,理科,25,长治医学院,714,1:1,389,389,25,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-98.dhtml,42062,,山西省,长治市
230,4775,本科二批第一次,理科,4,河南财政金融学院,N30,1:1,367,367,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-879.dhtml,30558,,河南省,郑州市
231,4795,本科二批第一次,理科,22,太原学院,719,1:1,350,350,22,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-745.dhtml,32506,,山西省,太原市
232,4801,本科二批第二次,理科,14,湖北工程学院新技术学院（独立学院）,D03,1:1,333,333,14,11,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1613.dhtml,60194,,湖北省,黄石市
233,4802,本科二批第一次,理科,6,攀枝花学院,B55,1:1,363,363,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-787.dhtml,38969,,四川省,攀枝花市
234,4805,本科二批第一次,理科,5,聊城大学东昌学院（独立学院）,705,1:1,341,341,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1246448.dhtml,57633,,山东省,聊城市
235,4808,本科二批第一次,理科,15,潍坊医学院,352,1:1,409,409,15,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-341.dhtml,31095,,山东省,潍坊市
236,4812,本科二批第一次,理科,9,武汉晴川学院（民办）,H41,1:1,333,333,9,8,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5324312.dhtml,52756,,湖北省,武汉市
237,4836,本科二批第一次,理科,6,西安交通大学城市学院（独立学院）,G61,1:1,351,351,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1918.dhtml,51753,,陕西省,西安市
238,4867,本科二批第一次,理科,2,北京服装学院,259,1:1,426,426,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-12.dhtml,29233,,北京市,北京市
239,4876,本科二批第一次,理科,10,山东农业工程学院,M39,1:1,381,381,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5539336.dhtml,28711,,山东省,济南市
240,4902,本科二批第三次,理科,5,闽南科技学院（民办）,H31,1:1,333,333,5,0,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1464.dhtml,60194,,福建省,泉州市
241,4912,本科二批第一次,理科,3,广东金融学院,208,1:1,409,409,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-844.dhtml,28969,,广东省,广州市
242,4914,本科二批第三次,理科,4,海南热带海洋学院,LP4,1:1,333,333,4,1,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-729.dhtml,60194,,海南省,三亚市
243,4922,本科二批第一次,理科,5,南通理工学院（民办）,K60,1:1,336,336,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-964.dhtml,59238,,江苏省,南通市
244,4928,本科二批第一次,理科,18,西安建筑科技大学华清学院（独立学院）,D36,1:1,334,334,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1920.dhtml,55654,,陕西省,西安市
245,4941,本科二批第一次,理科,10,山东管理学院,K41,1:1,348,348,10,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5463633.dhtml,53061,,山东省,济南市
246,4960,本科二批第一次,理科,3,湖南文理学院芙蓉学院（独立学院）,B91,1:1,341,341,3,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1162.dhtml,57633,,湖南省,娄底市
247,4970,本科二批第三次,理科,13,桂林信息科技学院（民办）,E27,1:1,333,333,13,9,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1885.dhtml,60194,,广西壮族自治区,桂林市
248,4984,本科二批第一次,理科,4,北京石油化工学院,416,1:1,421,421,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-16.dhtml,32506,,北京市,北京市
249,4990,本科二批第一次,理科,10,西安航空学院,N31,1:1,409,409,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-897.dhtml,30825,,陕西省,西安市
250,5025,本科二批第一次,理科,254,内蒙古科技大学包头医学院,759,1:1.2,351,333,305,299,6,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6426412.dhtml,36258,,内蒙古自治区,包头市
251,5033,本科二批第二次,理科,9,南京审计大学金审学院（独立学院）,698,1:1,389,389,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-7143569.dhtml,42062,,江苏省,南京市
252,5035,本科二批第一次,理科,3,无锡学院,681,1:1,456,456,3,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6151508.dhtml,17482,,江苏省,无锡市
253,5037,本科二批第二次,理科,57,吉林医药学院,500,1:1,347,347,57,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1945.dhtml,55654,,吉林省,吉林市
254,5043,本科二批第一次,理科,16,中国劳动关系学院,059,1:1,425,425,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1068.dhtml,30293,,北京市,北京市
255,5061,本科二批第一次,理科,20,山东中医药大学,A74,1:1,409,409,20,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-344.dhtml,16660,,山东省,济南市
256,5075,本科二批第一次,理科,37,哈尔滨石油学院（民办）,C12,1:1,333,333,37,36,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1643.dhtml,55967,,黑龙江省,哈尔滨市
257,5076,本科二批第三次,理科,8,上海财经大学浙江学院（独立学院）,H96,1:1,333,333,8,7,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18692290.dhtml,60194,,浙江省,绍兴市
258,5104,本科二批第一次,理科,5,江西农业大学南昌商学院（独立学院）,G54,1:1,333,333,5,4,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1749.dhtml,57291,,江西省,南昌市
259,5105,本科二批第一次,理科,10,辽东学院,817,1:1,343,343,10,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-902.dhtml,56652,,辽宁省,丹东市
260,5114,本科二批第三次,理科,176,大连科技学院（民办）,431,1:1,333,333,176,172,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1574.dhtml,60194,,辽宁省,大连市
261,5117,本科二批第一次,理科,10,江苏理工学院,J81,1:1,368,368,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-819.dhtml,48793,,江苏省,常州市
262,5120,本科二批第一次,理科,15,辽宁科技学院,174,1:1,355,355,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-806.dhtml,31351,,辽宁省,本溪市
263,5127,本科二批第一次,理科,80,黑龙江工业学院,873,1:1,348,348,80,84,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-813.dhtml,45586,,黑龙江省,鸡西市
264,5146,本科二批第一次,理科,5,白城师范学院,LP6,1:1,358,358,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-169.dhtml,52097,,吉林省,白城市
