,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,ShortfallCount,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,CollegePath,CollegeCity,CollegeLevel,CollegeProvince
3355,3356,本科二批第一次,理科,15,河北工程技术学院（民办）,125,1:1,333,333,15,11,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1277.dhtml,12,集成电路设计与集成系统,非定向,3,333,2,4,20000,主校区,,4B125,邯郸市,,河北省
3356,3357,本科二批第一次,理科,18,安徽农业大学,079,1:1,416,416,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-281.dhtml,12,智能制造工程,非定向,2,429,2,4,5200,校本部,,4B079,合肥市,,安徽省
3357,3358,本科二批第一次,理科,114,长春建筑学院（民办）,349,1:1,333,333,114,87,27,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1850.dhtml,12,数据科学与大数据技术,非定向,5,340,5,4,25000,高新校区,,4B349,长春市,,吉林省
3358,3359,本科二批第一次,文科,20,长沙医学院（民办）,G16,1:1,395,395,20,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-610.dhtml,12,医学检验技术,非定向,2,401,4,4,39819,长沙校区,,4AG16,长沙市,,湖南省
3359,3360,本科二批第一次,理科,71,长春财经学院（民办）,A35,1:1,333,333,71,67,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1848.dhtml,12,经济学,非定向,2,333,1,4,26000,净月校区,,4BA35,长春市,,吉林省
3360,3361,本科二批第一次,理科,33,大连工业大学,221,1:1,385,385,33,33,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-128.dhtml,12,轻化工程,非定向,4,385,4,4,5200,校本部,,4B221,大连市,,辽宁省
3361,3362,本科二批第一次,理科,8,成都医学院,K68,1:1,409,409,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1944.dhtml,12,中药学,非定向,2,430,2,4,,新都校区,不予录取色盲、色弱考生,4BK68,成都市,,四川省
3362,3363,本科二批第一次,理科,57,吉林医药学院,500,1:1,347,347,57,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1945.dhtml,12,口腔医学技术,非定向,2,401,2,4,5600,高新校区,,4B500,吉林市,,吉林省
3363,3364,本科二批第一次,理科,158,长春电子科技学院（民办）,A11,1:1,334,334,158,160,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1847.dhtml,12,计算机科学与技术,非定向,10,341,15,4,26000,,,4BA11,长春市,,吉林省
3364,3365,本科二批第一次,文科,651,内蒙古财经大学,754,1:1,388,388,651,679,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-115.dhtml,12,土地资源管理,非定向,30,434,34,4,4400,西校区,,4A754,呼和浩特市,,内蒙古自治区
3365,3366,本科二批第一次,文科,37,长春师范大学,429,1:1,403,403,37,42,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-168.dhtml,12,会计学,非定向,5,468,6,4,7000,乐群校区,培养计划详见招生章程,4A429,长春市,,吉林省
3366,3367,本科二批第一次,文科,19,山西中医药大学,728,1:1,462,462,19,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-606.dhtml,12,护理学,非定向,4,464,5,4,5488,,不招收色弱、色盲考生,4A728,太原市,,山西省
3367,3368,本科二批第一次,理科,11,西南交通大学希望学院（独立学院）,J05,1:1,395,395,11,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18907077.dhtml,12,轨道交通信号与控制,非定向,1,408,2,4,17000,主校区,,4BJ05,成都市,,四川省
3368,3369,本科二批第一次,文科,388,内蒙古科技大学包头师范学院,757,1:1,389,389,388,398,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6433938.dhtml,12,人力资源管理,非定向,25,427,29,4,4400,校本部,,4A757,包头市,,内蒙古自治区
3369,3370,本科二批第一次,理科,98,吕梁学院,B35,1:1,343,343,98,101,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-607.dhtml,12,城乡规划,非定向,5,343,3,5,5100,校本部,,4BB35,吕梁市,,山西省
3370,3371,本科二批第一次,文科,36,忻州师范学院,015,1:1,393,393,36,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-105.dhtml,12,心理学（师范类）,非定向,1,427,1,4,4500,主校区,,4A015,忻州市,,山西省
3371,3372,本科二批第一次,文科,23,青岛滨海学院（民办）,739,1:1,381,381,23,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-651.dhtml,12,广告学,非定向,3,381,3,4,22800,,,4A739,青岛市,,山东省
3372,3373,本科二批第一次,文科,1137,内蒙古鸿德文理学院（民办）,E87,1:1,386,386,1137,1211,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46949665.dhtml,12,工程管理,非定向,60,390,63,4,16000,校本部,,4AE87,呼和浩特市,,内蒙古自治区
3373,3374,本科二批第一次,文科,9,齐鲁医药学院（民办）,B36,1:1,388,388,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-612.dhtml,12,临床医学,非定向,2,440,2,5,22500,校本部,,4AB36,济南市,,山东省
3374,3375,本科二批第一次,理科,11,齐鲁医药学院（民办）,B36,1:1,369,369,11,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-612.dhtml,12,临床医学,非定向,2,433,2,5,22500,校本部,,4BB36,济南市,,山东省
3375,3376,本科二批第一次,文科,23,黑龙江工业学院,873,1:1,408,408,23,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-813.dhtml,12,财务管理,非定向,8,444,8,4,4500,校本部,,4A873,鸡西市,,黑龙江省
3376,3377,本科二批第一次,文科,8,怀化学院,A14,1:1,423,423,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-422.dhtml,12,思想政治教育（师范类）,非定向,2,458,2,4,3800,湖南省怀化市,,4AA14,怀化市,,湖南省
3377,3378,本科二批第一次,文科,10,河南工业大学,053,1:1,445,445,10,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-364.dhtml,12,翻译,非定向,1,445,0,4,4400,嵩山路校区,,4A053,郑州市,,河南省
3378,3379,本科二批第一次,文科,49,长春财经学院（民办）,A35,1:1,382,382,49,53,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1848.dhtml,12,经济学,非定向,2,382,1,4,26000,净月校区,,4AA35,长春市,,吉林省
3379,3380,本科二批第一次,文科,20,珠海科技学院（民办）,C20,1:1,391,391,20,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1925.dhtml,12,行政管理,非定向,2,398,2,4,31000,珠海金湾,,4AC20,珠海市,,广东省
3380,3381,本科二批第一次,理科,10,石家庄铁道大学四方学院（独立学院）,D05,1:1,396,396,10,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1838.dhtml,12,土木工程,非定向,5,396,3,4,10000,南校区,,4BD05,石家庄市,,河北省
3381,3382,本科二批第一次,文科,13,沧州师范学院,652,1:1,409,409,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-89.dhtml,12,电子商务,非定向,2,409,1,4,4600,河北省沧州市,,4A652,沧州市,,河北省
3382,3383,本科二批第一次,理科,18,宁波工程学院,969,1:1,400,400,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-705.dhtml,12,机械设计制造及其自动化,非定向,5,427,6,4,5500,前湾校区,,4B969,宁波市,,浙江省
3383,3384,本科二批第一次,文科,55,长春工业大学人文信息学院（独立学院）,838,1:1,383,383,55,62,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1846.dhtml,12,数据科学与大数据技术,非定向,2,383,2,4,26000,净月南校区,,4A838,长春市,,吉林省
3384,3385,本科二批第一次,理科,42,长春师范大学,429,1:1,387,387,42,43,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-168.dhtml,12,会计学,非定向,5,428,5,4,7000,乐群校区,培养计划详见招生章程,4B429,长春市,,吉林省
3385,3386,本科二批第一次,理科,122,吉林农业科技学院,854,1:1,342,342,122,125,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-810.dhtml,12,数据科学与大数据技术,非定向,5,407,5,4,5400,九站校区,,4B854,吉林市,,吉林省
3386,3387,本科二批第一次,理科,16,上海外国语大学贤达经济人文学院（独立学院）,E84,1:1,333,333,16,8,8,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1878.dhtml,12,德语（双语班）,非定向,1,333,0,4,56000,崇明校区,,4BE84,上海市,,上海市
3387,3388,本科二批第一次,文科,50,银川科技学院（民办）,E85,1:1,379,379,50,48,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6675760.dhtml,12,财务管理,非定向,4,389,4,4,24800,校本部,,4AE85,银川市,,宁夏回族自治区
3388,3389,本科二批第一次,文科,21,中华女子学院,058,1:1,427,427,21,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-740.dhtml,12,社会工作,非定向,3,466,3,4,4200,北校区,只招女生。,4A058,北京市,,北京市
3389,3390,本科二批第一次,理科,40,吉林工商学院,190,1:1,345,345,40,42,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-751.dhtml,12,网络与新媒体,非定向,2,370,2,4,6200,卡伦校区,,4B190,长春市,,吉林省
3390,3391,本科二批第一次,理科,47,银川科技学院（民办）,E85,1:1,333,333,47,40,7,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6675760.dhtml,12,财务管理,非定向,3,342,3,4,24800,校本部,,4BE85,银川市,,宁夏回族自治区
3391,3392,本科二批第一次,理科,3,渤海大学,820,1:1,429,429,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-141.dhtml,12,化学（师范）,非定向,3,429,3,4,5200,松山校区,,4B820,锦州市,,辽宁省
3392,3393,本科二批第一次,理科,9,西安培华学院（民办）,950,1:1,343,343,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-795.dhtml,12,会计学,非定向,1,423,2,4,22880,,,4B950,西安市,,陕西省
3393,3394,本科二批第一次,理科,80,黑龙江工业学院,873,1:1,348,348,80,84,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-813.dhtml,12,财务管理,非定向,2,405,2,4,4500,校本部,,4B873,鸡西市,,黑龙江省
3394,3395,本科二批第一次,理科,22,沈阳城市学院（民办）,C88,1:1,333,333,22,6,16,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1587.dhtml,13,机器人工程,非定向,2,333,1,4,29000,校本部,,4BC88,沈阳市,,辽宁省
3395,3396,本科二批第一次,文科,48,华北科技学院,461,1:1,406,406,48,49,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-730.dhtml,13,工商管理,非定向,10,446,11,4,4600,校本部,,4A461,廊坊市,,河北省
3396,3397,本科二批第一次,文科,4,太原科技大学,101,1:1,449,449,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-92.dhtml,13,经济学,非定向,2,449,2,4,5175,主校区,,4A101,太原市,,山西省
3397,3398,本科二批第一次,理科,100,吉林化工学院,839,1:1,347,347,100,103,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-160.dhtml,13,计算机科学与技术,非定向,2,430,2,4,5400,龙潭校区,,4B839,吉林市,,吉林省
3398,3399,本科二批第一次,理科,981,内蒙古鸿德文理学院（民办）,E87,1:1,333,333,981,1025,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46949665.dhtml,13,土木工程,非定向,130,334,158,4,16000,校本部,,4BE87,呼和浩特市,,内蒙古自治区
3399,3400,本科二批第一次,理科,85,长春工业大学人文信息学院（独立学院）,838,1:1,333,333,85,72,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1846.dhtml,13,软件工程,非定向,4,340,4,4,26000,净月南校区,,4B838,长春市,,吉林省
3400,3401,本科二批第一次,理科,25,长治医学院,714,1:1,389,389,25,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-98.dhtml,13,康复治疗学,非定向,1,409,1,4,5480,校本部,,4B714,长治市,,山西省
3401,3402,本科二批第一次,理科,12,山西师范大学,712,1:1,403,403,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-99.dhtml,13,地理信息科学,非定向,2,424,2,4,5100,太原校区,,4B712,太原市,,山西省
3402,3403,本科二批第一次,理科,9,南昌航空大学,D07,1:1,426,426,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-317.dhtml,13,高分子材料与工程,非定向,2,434,2,4,4530,前湖校区,,4BD07,南昌市,,江西省
3403,3404,本科二批第一次,理科,15,湖南涉外经济学院（民办）,A73,1:1,333,333,15,9,6,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1006.dhtml,13,会计学,非定向,1,358,1,4,31800,校本部,,4BA73,长沙市,,湖南省
3404,3405,本科二批第一次,理科,20,贺州学院,E13,1:1,333,333,20,19,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-935.dhtml,13,人工智能,非定向,2,369,2,4,4600,校本部,,4BE13,贺州市,,广西壮族自治区
3405,3406,本科二批第一次,理科,78,山西农业大学,680,1:1,361,361,78,79,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-95.dhtml,13,动植物检疫,非定向,2,400,2,4,4500,,,4B680,晋中市,,山西省
3406,3407,本科二批第一次,文科,25,大连大学,823,1:1,441,441,25,28,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-750.dhtml,13,翻译,非定向,7,449,8,4,4800,,,4A823,大连市,,辽宁省
3407,3408,本科二批第一次,文科,3,湖南财政经济学院,M06,1:1,449,449,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-840.dhtml,13,会计学,非定向,2,470,2,4,5000,校本部,,4AM06,长沙市,,湖南省
3408,3409,本科二批第一次,理科,54,长春工业大学,346,1:1,368,368,54,56,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-158.dhtml,13,材料物理,非定向,2,396,2,4,5400,北湖校区,,4B346,长春市,,吉林省
3409,3410,本科二批第一次,理科,176,大连科技学院（民办）,431,1:1,333,333,176,172,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1574.dhtml,13,软件工程,非定向,10,347,10,4,27000,校本部,,4B431,大连市,,辽宁省
3410,3411,本科二批第一次,理科,59,大连工业大学艺术与信息工程学院（独立学院）,E03,1:1,333,333,59,51,8,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1570.dhtml,13,工商管理,非定向,3,346,3,4,27500,校本部,,4BE03,大连市,,辽宁省
3411,3412,本科二批第一次,理科,16,山东石油化工学院,D86,1:1,387,387,16,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1709.dhtml,13,资源勘查工程,非定向,3,393,3,4,5000,主校区,,4BD86,东营市,,山东省
3412,3413,本科二批第一次,理科,41,宁夏理工学院（民办）,973,1:1,333,333,41,34,7,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1088.dhtml,13,机械工程,非定向,2,333,2,4,19800,校本部,校校联合培养，详见招生章程,4B973,中卫市,,宁夏回族自治区
3413,3414,本科二批第一次,文科,8,重庆财经学院（民办）,899,1:1,387,387,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1835.dhtml,13,财务管理,非定向,1,431,1,4,15000,校本部,,4A899,重庆市,,重庆市
3414,3415,本科二批第一次,理科,26,上海第二工业大学,903,1:1,414,414,26,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-953.dhtml,13,软件工程,非定向,2,467,4,4,7000,校本部,,4B903,上海市,,上海市
3415,3416,本科二批第一次,理科,40,吉林工商学院,190,1:1,345,345,40,42,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-751.dhtml,13,机械设计制造及其自动化,非定向,2,419,2,4,5400,卡伦校区,,4B190,长春市,,吉林省
3416,3417,本科二批第一次,理科,40,黑龙江财经学院（民办）,A01,1:1,333,333,40,28,12,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1642.dhtml,13,电子信息工程,非定向,2,333,1,4,24000,校本部,,4BA01,哈尔滨市,,黑龙江省
3417,3418,本科二批第一次,文科,8,烟台理工学院（民办）,472,1:1,390,390,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1682.dhtml,13,汉语言文学,非定向,2,448,2,4,21800,校本部,,4A472,烟台市,,山东省
3418,3419,本科二批第一次,文科,25,宁夏理工学院（民办）,973,1:1,382,382,25,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1088.dhtml,13,机械工程,非定向,2,391,2,4,19800,校本部,校校联合培养，详见招生章程,4A973,中卫市,,宁夏回族自治区
3419,3420,本科二批第一次,理科,11,青岛城市学院（民办）,482,1:1,333,333,11,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1701.dhtml,13,物联网工程,非定向,1,343,1,4,24800,校本部,,4B482,青岛市,,山东省
3420,3421,本科二批第一次,理科,14,福州大学至诚学院（独立学院）,G55,1:1,356,356,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5494712.dhtml,13,机械设计制造及其自动化,非定向,2,360,2,4,19000,校本部,,4BG55,福州市,,福建省
3421,3422,本科二批第一次,文科,4,山西晋中理工学院（民办）,D24,1:1,388,388,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1805.dhtml,13,跨境电子商务,非定向,2,388,2,4,15080,校本部,,4AD24,晋中市,,山西省
3422,3423,本科二批第一次,理科,47,银川科技学院（民办）,E85,1:1,333,333,47,40,7,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6675760.dhtml,13,会计学,非定向,2,345,2,4,24800,校本部,,4BE85,银川市,,宁夏回族自治区
3423,3424,本科二批第一次,理科,11,海南医学院,A81,1:1,406,406,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-920.dhtml,13,临床药学,非定向,3,427,3,5,6000,校本部,不招色盲色弱考生。,4BA81,海口市,,海南省
3424,3425,本科二批第一次,理科,19,赣东学院,A70,1:1,348,348,19,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2125.dhtml,13,测绘工程,非定向,2,348,1,4,4350,校本部,,4BA70,抚州市,,江西省
3425,3426,本科二批第一次,文科,43,丽江文化旅游学院（民办）,A33,1:1,381,381,43,44,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1663.dhtml,13,酒店管理,非定向,2,381,0,4,21500,校本部,,4AA33,丽江市,,云南省
3426,3427,本科二批第一次,文科,9,北京中医药大学东方学院（独立学院）,D72,1:1,400,400,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-90586.dhtml,13,药事管理,非定向,1,400,0,4,19500,渤海校区,,4AD72,北京市,,北京市
3427,3428,本科二批第一次,文科,19,北京科技大学天津学院（独立学院）,D71,1:1,384,384,19,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-93355.dhtml,13,英语,非定向,2,388,3,4,18000,天津市宝坻区,,4AD71,天津市,,天津市
3428,3429,本科二批第一次,理科,22,太原学院,719,1:1,350,350,22,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-745.dhtml,13,道路桥梁与渡河工程,非定向,3,350,3,4,5280,汾东校区,,4B719,太原市,,山西省
3429,3430,本科二批第一次,蒙授文科,7,河北金融学院,038,1:1,395,395,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-801.dhtml,13,工商管理类,非定向,3,395,3,4,4600,校本部,包含专业：工商管理、市场营销、人力资源管理、文化产业管理,4C038,保定市,,河北省
3430,3431,本科二批第一次,文科,379,集宁师范学院,765,1:1,408,408,379,393,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-804.dhtml,13,新闻学,非定向,45,409,45,4,4200,校本部,,4A765,乌兰察布市,,内蒙古自治区
3431,3432,本科二批第一次,理科,19,晋中信息学院（民办）,H49,1:1,333,333,19,17,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1803.dhtml,13,机器人工程,非定向,1,355,1,4,15980,,,4BH49,晋中市,,山西省
