,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,CollegeProvince,CollegeCity,CollegeLevel,ranking
64,2465,本科二批第一次,文科,3,萍乡学院,582,1:1,455,455,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-662.dhtml,江西省,萍乡市,,8398
65,2488,本科二批第一次,文科,20,内蒙古工业大学,L05,1:1,450,450,20,23,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,内蒙古自治区,呼和浩特市,,9034
66,2494,本科二批第一次,文科,2,昆明医科大学海源学院（独立学院）,A23,1:1,415,415,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1667.dhtml,云南省,昆明市,,13636
67,2513,本科二批第一次,文科,5,普洱学院,M49,1:1,435,435,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-534.dhtml,云南省,普洱市,,10940
68,2531,本科二批第一次,文科,80,辽宁财贸学院（民办）,H15,1:1,382,382,80,80,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-396816.dhtml,辽宁省,沈阳市,,15875
69,2554,本科二批第一次,文科,4,楚雄师范学院,M04,1:1,392,392,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-789.dhtml,云南省,楚雄彝族自治州,,10427
70,2556,本科二批第一次,文科,19,广州应用科技学院（民办）,D34,1:1,381,381,19,21,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1898.dhtml,广东省,广州市,,18406
71,2581,本科二批第一次,文科,9,湖南理工学院,423,1:1,445,445,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-418.dhtml,湖南省,岳阳市,,9650
72,2585,本科二批第一次,文科,130,辽宁对外经贸学院（民办）,808,1:1,381,381,130,146,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-627.dhtml,辽宁省,大连市,,18406
73,2618,本科二批第一次,文科,9,上海商学院,A59,1:1,456,456,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-958.dhtml,上海市,上海市,,8255
74,2620,本科二批第一次,文科,4,成都东软学院（民办）,H18,1:1,392,392,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1145.dhtml,四川省,成都市,,14913
75,2652,本科二批第一次,文科,6,青岛电影学院（民办）,J21,1:1,382,382,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-170451763.dhtml,山东省,青岛市,,18266
76,2667,本科二批第一次,文科,120,内蒙古科技大学包头医学院,759,1:1.2,385,381,144,151,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6426412.dhtml,内蒙古自治区,包头市,,14212
77,2685,本科二批第一次,文科,8,闽江学院,A58,1:1,442,442,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-308.dhtml,福建省,福州市,,8634
78,2701,本科二批第一次,文科,4,天津理工大学中环信息学院（独立学院）,D70,1:1,387,387,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-404954.dhtml,天津市,天津市,,17548
79,2712,本科二批第一次,文科,6,河南中医药大学,595,1:1,427,427,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-370.dhtml,河南省,郑州市,,12009
80,2724,本科二批第一次,文科,8,山西师范大学,712,1:1,457,457,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-99.dhtml,山西省,太原市,,8107
81,2734,本科二批第一次,文科,5,德州学院,161,1:1,410,410,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-351.dhtml,山东省,德州市,,14357
82,2800,本科二批第一次,文科,4,闽南理工学院（民办）,342,1:1,382,382,4,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1193.dhtml,福建省,泉州市,,17548
83,2815,本科二批第一次,文科,8,湖北恩施学院（民办）,F31,1:1,409,409,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1606.dhtml,湖北省,恩施土家族苗族自治州,,14492
84,2822,本科二批第一次,文科,3,四川大学锦江学院（独立学院）,E56,1:1,405,405,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-667208.dhtml,四川省,成都市,,12726
85,2826,本科二批第一次,文科,4,营口理工学院,K01,1:1,399,399,4,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-587235178.dhtml,辽宁省,营口市,,15875
86,2830,本科二批第一次,文科,8,福州外语外贸学院（民办）,H57,1:1,380,380,8,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2001.dhtml,福建省,福州市,,16011
87,2840,本科二批第二次,文科,6,江西财经大学现代经济管理学院（独立学院）,487,1:1,390,390,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1754.dhtml,江西省,南昌市,,17106
88,2882,本科二批第一次,文科,1,大庆师范学院,884,1:1,423,423,1,1,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-191.dhtml,黑龙江省,大庆市,,12567
89,2886,本科二批第一次,文科,9,河北科技学院（民办）,371,1:1,389,389,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1710.dhtml,河北省,石家庄市,,16011
90,2891,本科二批第一次,文科,8,兰州工商学院（民办）,F39,1:1,381,381,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1783.dhtml,甘肃省,兰州市,,16180
91,2905,本科二批第一次,文科,5,重庆工商大学派斯学院（独立学院）,924,1:1,410,410,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1836.dhtml,重庆市,重庆市,,14357
92,2912,本科二批第一次,文科,25,山东财经大学,A77,1:1,469,469,25,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-358.dhtml,山东省,济南市,,5295
