,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking,CollegeProvince,CollegeLevel,CollegeCity
990,4520,本科一批第一次,文科,5,首都师范大学,529,1:1,527,527,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-25.dhtml,56,劳动与社会保障,非定向,2,530,3,4,5000,北京,,1911.0,北京市,['DFC'],北京市
991,4524,本科一批第一次,文科,13,湖南大学,301,1:1,538,538,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-410.dhtml,56,城市管理,非定向,2,538,1,4,5500,长沙,,1540.0,湖南省,"['985', '211', 'DFC']",长沙市
992,4531,本科一批第一次,文科,644,内蒙古财经大学,754,1:1,468,468,644,663,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-115.dhtml,57,会计学,非定向,21,509,30,4,4400,西校区,智能会计方向班,3183.0,内蒙古自治区,,呼和浩特市
993,4534,本科一批第一次,文科,10,辽宁工程技术大学,450,1:1,486,486,10,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-123.dhtml,57,会计学,非定向,3,507,3,4,5700,葫芦岛校区龙湾校园,,3321.0,辽宁省,,阜新市
994,4538,本科一批第三次,文科,6,浙江农林大学,A41,1:1,478,478,6,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-261.dhtml,57,英语,非定向,1,478,0,4,5300,衣锦校区,高考英语成绩要求不低于110分,5780.0,浙江省,,杭州市
995,4546,本科一批第一次,文科,10,贵州大学,591,1:1,514,514,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-509.dhtml,58,公共管理类,非定向,2,515,2,4,4920,校本部,包含专业：行政管理、劳动与社会保障,2798.0,贵州省,"['211', 'DFC']",贵阳市
996,4557,本科一批第一次,文科,6,浙江农林大学,A41,1:1,478,478,6,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-261.dhtml,58,广告学,非定向,1,503,1,4,5300,东湖校区,,3612.0,浙江省,,杭州市
997,4560,本科一批第一次,文科,6,南京信息工程大学,357,1:1,488,488,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-237.dhtml,58,翻译,非定向,2,488,2,4,5200,校本部,,4799.0,江苏省,['DFC'],南京市
998,4568,本科一批第一次,文科,2,湖南农业大学,065,1:1,488,488,2,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-414.dhtml,59,金融学,非定向,2,488,2,4,5000,校本部,,4799.0,湖南省,,长沙市
999,4570,本科一批第一次,文科,13,山西大学,711,1:1,506,506,13,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91.dhtml,59,考古学,非定向,1,518,1,4,5175,坞城校区,,2604.0,山西省,,太原市
1000,4575,本科一批第一次,文科,10,辽宁工程技术大学,450,1:1,486,486,10,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-123.dhtml,59,法学,非定向,3,488,5,4,5200,阜新校区中华路校园,,4799.0,辽宁省,,阜新市
1001,4588,本科一批第一次,文科,12,石河子大学,076,1:1,503,503,12,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-593.dhtml,5B,法学,非定向,2,525,2,4,3100,校本部,,2184.0,新疆维吾尔自治区,"['211', 'DFC']",石河子市
1002,4592,本科一批第一次,文科,18,曲阜师范大学,B94,1:1,484,484,18,21,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-349.dhtml,5B,教育学（师范类）,非定向,4,501,4,4,5280,曲阜校区,,3768.0,山东省,,济宁市
1003,4596,本科一批第一次,文科,12,石河子大学,076,1:1,503,503,12,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-593.dhtml,5E,应急管理,非定向,2,508,2,4,3100,校本部,,3251.0,新疆维吾尔自治区,"['211', 'DFC']",石河子市
1004,4600,本科一批第六次,文科,331,内蒙古工业大学,753,1:1.05,468,468,348,221,127,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,5E,英语（英德复语）,非定向,40,468,2,4,4200,金川校区,英语单科成绩必须达到100分及以上,6832.0,内蒙古自治区,,呼和浩特市
1005,4616,本科一批第一次,文科,2,江苏科技大学,409,1:1,512,512,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-228.dhtml,5P,会计学,非定向,2,512,2,4,5200,江苏省镇江市,,2994.0,江苏省,,镇江市
1006,4624,本科一批第一次,文科,6,浙江农林大学,A41,1:1,478,478,6,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-261.dhtml,5X,文化产业管理（茶文化）,非定向,1,482,1,4,5300,东湖校区,,5380.0,浙江省,,杭州市
1007,4629,本科一批第六次,文科,10,辽宁工程技术大学,450,1:1,486,486,10,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-123.dhtml,60,行政管理,非定向,2,486,1,4,5200,阜新校区中华路校园,,5000.0,辽宁省,,阜新市
1008,4634,本科一批第一次,文科,11,深圳大学,B82,1:1,545,545,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-451.dhtml,60,会计学,非定向,1,564,1,4,5510,丽湖校区,,702.0,广东省,,深圳市
1009,4642,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,61,法学,非定向,20,514,35,4,4200,赛罕校区,,2857.0,内蒙古自治区,,呼和浩特市
1010,4647,本科一批第一次,文科,8,东北财经大学,L72,1:1,485,485,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-145.dhtml,61,工商管理（中外合作办学）（与英国萨里大学合作办学）,非定向,4,485,4,4,60000,校本部,只录取有专业志愿考生，要求考生外语成绩115分（含）以上，录取后首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境,5083.0,辽宁省,,大连市
1011,4654,本科一批第三次,文科,27,中南林业科技大学,B00,1:1,477,477,27,33,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-415.dhtml,61,旅游管理类,非定向,12,477,6,4,5000,湖南省长沙市,包含专业：旅游管理、酒店管理、会展经济与管理,5879.0,湖南省,,长沙市
1012,4670,本科一批第一次,文科,8,东北财经大学,L72,1:1,485,485,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-145.dhtml,62,财务管理（中外合作办学）（与英国萨里大学合作办学）,非定向,3,526,4,4,60000,校本部,只录取有专业志愿考生，要求考生外语成绩115分（含）以上，录取后首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境,2140.0,辽宁省,,大连市
1013,4671,本科一批第一次,文科,4,西安邮电大学,231,1:1,501,501,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-887.dhtml,62,英语,非定向,1,512,1,4,5000,长安校区,,2994.0,陕西省,,西安市
1014,4672,本科一批第一次,文科,4,西南大学,071,1:1,541,541,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-489.dhtml,62,行政管理,非定向,1,557,1,4,4500,北碚校区,,924.0,重庆市,"['211', 'DFC']",重庆市
1015,4674,本科一批第一次,文科,17,暨南大学,377,1:1.05,533,526,18,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-429.dhtml,62,旅游管理,非定向,3,526,2,4,6060,深圳校区,,2140.0,广东省,"['211', 'DFC']",广州市
1016,4675,本科一批第一次,文科,10,西南交通大学,237,1:1,539,539,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-471.dhtml,62,公共事业管理,非定向,2,541,2,4,4500,九里校区,,1432.0,四川省,"['211', 'DFC']",成都市
1017,4677,本科一批第一次,文科,27,中南林业科技大学,B00,1:1,477,477,27,33,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-415.dhtml,62,法学,非定向,1,522,3,4,5000,湖南省长沙市,,2367.0,湖南省,,长沙市
1018,4678,本科一批第一次,文科,6,北京印刷学院,373,1:1,486,486,6,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-14.dhtml,62,编辑出版学（韬奋实验班）,非定向,1,488,1,4,4200,主校区,,4799.0,北京市,,北京市
1019,4686,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,63,思想政治教育（师范类）,非定向,45,508,59,4,4200,赛罕校区,,3251.0,内蒙古自治区,,呼和浩特市
1020,4690,本科一批第一次,文科,8,东北财经大学,L72,1:1,485,485,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-145.dhtml,63,旅游管理（中外合作办学）（与英国萨里大学合作办学）,非定向,1,485,0,4,60000,校本部,只录取有专业志愿考生，要求考生外语成绩115分（含）以上，录取后首年强化英语学习，升入大二时要求英文水平必须能够适应全英文授课环境,5083.0,辽宁省,,大连市
1021,4694,本科一批第一次,文科,8,江西财经大学,027,1:1,515,515,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-329.dhtml,63,日语（商务方向）,非定向,1,515,1,4,4660,南昌市,,2798.0,江西省,,南昌市
1022,4697,本科一批第一次,文科,6,北京印刷学院,373,1:1,486,486,6,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-14.dhtml,64,数字出版,非定向,1,501,1,4,4200,主校区,,3768.0,北京市,,北京市
1023,4700,本科一批第二次,文科,10,辽宁工程技术大学,450,1:1,486,486,10,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-123.dhtml,64,财务管理,非定向,2,486,1,4,5200,阜新校区玉龙校园,,5000.0,辽宁省,,阜新市
1024,4710,本科一批第一次,文科,6,中国传媒大学,269,1:1,541,541,6,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-30.dhtml,64,市场营销,非定向,2,541,2,4,5000,北京,,1432.0,北京市,"['211', 'DFC']",北京市
1025,4714,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,65,哲学,非定向,10,477,12,4,4200,赛罕校区,,5879.0,内蒙古自治区,,呼和浩特市
1026,4716,本科一批第一次,文科,6,北京印刷学院,373,1:1,486,486,6,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-14.dhtml,65,传播学（国际出版实验班）,非定向,1,518,1,4,4200,主校区,主干课程英文授课,2604.0,北京市,,北京市
1027,4719,本科一批第一次,文科,4,西安邮电大学,231,1:1,501,501,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-887.dhtml,65,网络与新媒体,非定向,1,515,1,4,5000,长安校区,,2798.0,陕西省,,西安市
1028,4722,本科一批第一次,文科,16,延边大学,837,1:1,472,472,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-155.dhtml,66,俄语,非定向,2,472,2,4,5060,延吉校区,,6374.0,吉林省,"['211', 'DFC']",延边朝鲜族自治州
1029,4737,本科一批第一次,文科,17,兰州大学,296,1:1,529,529,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-571.dhtml,67,农林经济管理,非定向,2,529,1,4,5500,甘肃兰州,,1963.0,甘肃省,"['985', '211', 'DFC']",兰州市
1030,4738,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,67,马克思主义理论（师范类）,非定向,20,499,28,4,4200,赛罕校区,,3913.0,内蒙古自治区,,呼和浩特市
1031,4741,本科一批第一次,文科,12,东北农业大学,877,1:1,516,516,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-182.dhtml,67,汉语国际教育,非定向,3,516,3,4,4500,校本部,,2726.0,黑龙江省,"['211', 'DFC']",哈尔滨市
1032,4745,本科一批第一次,文科,4,西安邮电大学,231,1:1,501,501,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-887.dhtml,67,市场营销,非定向,1,501,0,4,5000,雁塔校区,,3768.0,陕西省,,西安市
1033,4764,本科一批第二次,文科,17,天津师范大学,562,1:1,487,487,17,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-57.dhtml,69,国际经济与贸易,非定向,1,487,0,4,4400,主校区,,4902.0,天津市,,天津市
1034,4768,本科一批第一次,文科,17,湖南科技大学,A99,1:1,482,482,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-412.dhtml,69,教育学（师范类）,非定向,1,506,1,4,4000,湖南省湘潭市,,3407.0,湖南省,,湘潭市
1035,4769,本科一批第一次,文科,4,西安邮电大学,231,1:1,501,501,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-887.dhtml,69,财务管理,非定向,1,512,2,4,5000,雁塔校区,,2994.0,陕西省,,西安市
1036,4780,本科一批第一次,文科,2,江西师范大学,329,1:1,513,513,2,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-324.dhtml,6Y,汉语言文学（师范类）,非定向,1,526,1,4,4380,江西省南昌市,,2140.0,江西省,,南昌市
1037,4790,本科一批第一次,文科,62,内蒙古民族大学,761,1:1,477,477,62,76,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-113.dhtml,70,思想政治教育（师范类）,非定向,19,487,26,4,4200,校本部,,4902.0,内蒙古自治区,,通辽市
1038,4791,本科一批第一次,文科,6,北京印刷学院,373,1:1,486,486,6,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-14.dhtml,71,新闻学,非定向,1,518,1,4,4200,主校区,,2604.0,北京市,,北京市
1039,4792,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,71,历史学（师范类）,非定向,60,501,75,4,4200,盛乐校区,,3768.0,内蒙古自治区,,呼和浩特市
1040,4794,本科一批第一次,文科,6,三峡大学,293,1:1,468,468,6,5,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-718.dhtml,71,人力资源管理,非定向,2,483,2,4,4500,校本部,,5295.0,湖北省,,宜昌市
1041,4802,本科一批第一次,文科,7,集美大学,627,1:1,486,486,7,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-304.dhtml,72,戏剧影视文学,非定向,2,486,2,4,8640,校本部,授艺术学学士学位,5000.0,福建省,,厦门市
1042,4809,本科一批第一次,文科,17,湖南科技大学,A99,1:1,482,482,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-412.dhtml,72,小学教育（师范类）,非定向,1,501,1,4,4000,湖南省湘潭市,,3768.0,湖南省,,湘潭市
1043,4811,本科一批第一次,文科,17,湖南科技大学,A99,1:1,482,482,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-412.dhtml,73,经济学,非定向,2,507,3,4,5000,湖南省湘潭市,,3321.0,湖南省,,湘潭市
1044,4815,本科一批第二次,文科,6,三峡大学,293,1:1,468,468,6,5,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-718.dhtml,73,旅游管理（数字文旅）,非定向,2,468,1,4,4500,校本部,,6832.0,湖北省,,宜昌市
1045,4821,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,73,考古学,非定向,10,482,14,4,4200,盛乐校区,,5380.0,内蒙古自治区,,呼和浩特市
1046,4822,本科一批第一次,文科,62,内蒙古民族大学,761,1:1,477,477,62,76,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-113.dhtml,73,汉语言文学（师范类）,非定向,10,497,15,4,4200,校本部,,4071.0,内蒙古自治区,,通辽市
1047,4834,本科一批第一次,文科,17,湖南科技大学,A99,1:1,482,482,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-412.dhtml,75,会计学,非定向,2,488,4,4,5000,湖南省湘潭市,,4799.0,湖南省,,湘潭市
1048,4836,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,75,文物与博物馆学,非定向,9,478,11,4,4200,盛乐校区,,5780.0,内蒙古自治区,,呼和浩特市
1049,4840,本科一批第六次,文科,62,内蒙古民族大学,761,1:1,477,477,62,76,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-113.dhtml,75,英语（师范类）,非定向,10,477,0,4,4200,校本部,英语成绩不低于115分，口语达到合格标准,5879.0,内蒙古自治区,,通辽市
1050,4856,本科一批第一次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,78,金融学类（金融学院）,非定向,2,478,3,4,4500,北校区,包含专业：金融学、金融工程、保险学、投资学,5780.0,黑龙江省,,哈尔滨市
1051,4859,本科一批第一次,文科,62,内蒙古民族大学,761,1:1,477,477,62,76,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-113.dhtml,79,历史学（师范类）,非定向,10,483,13,4,4200,校本部,,5295.0,内蒙古自治区,,通辽市
1052,4863,本科一批第一次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,79,工商管理类（商务学院）,非定向,3,480,4,4,5000,北校区,包含专业：工商管理、市场营销、人力资源管理、体育经济与管理,5564.0,黑龙江省,,哈尔滨市
1053,4868,本科一批第一次,文科,2,浙江财经大学,H13,1:1,515,515,2,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-821.dhtml,80,社会工作,非定向,1,515,1,4,5300,杭州,,2798.0,浙江省,,杭州市
1054,4870,本科一批第一次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,80,工商管理类（会计学院）,非定向,2,497,2,4,4600,北校区,包含专业：会计学、财务管理、审计学,4071.0,黑龙江省,,哈尔滨市
1055,4881,本科一批第二次,文科,17,湖南科技大学,A99,1:1,482,482,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-412.dhtml,81,人力资源管理,非定向,2,482,0,4,5000,湖南省湘潭市,,5380.0,湖南省,,湘潭市
1056,4886,本科一批第一次,文科,10,南京大学,282,1:1,613,613,10,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-223.dhtml,81,德语（德语法学实验班）,非定向,1,613,1,4,5720,鼓楼校区,含双学士学位,72.0,江苏省,"['985', '211', 'DFC']",南京市
1057,4892,本科一批第二次,文科,17,湖南科技大学,A99,1:1,482,482,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-412.dhtml,82,电子商务,非定向,2,482,0,4,5000,湖南省湘潭市,,5380.0,湖南省,,湘潭市
1058,4897,本科一批第一次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,83,经济学类（经济学院）,非定向,3,491,3,4,4500,北校区,包含专业：经济学、经济统计学、数字经济,4557.0,黑龙江省,,哈尔滨市
1059,4906,本科一批第一次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,84,财政学类（财政与公共管理学院）,非定向,2,491,2,4,4500,北校区,包含专业：财政学、税收学,4557.0,黑龙江省,,哈尔滨市
1060,4915,本科一批第一次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,85,经济与贸易类（经济学院）,非定向,3,481,3,4,4500,北校区,包含专业：国际经济与贸易、贸易经济,5476.0,黑龙江省,,哈尔滨市
1061,4924,本科一批第一次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,86,公共管理类（财政与公共管理学院）,非定向,3,477,4,4,3300,北校区,包含专业：行政管理、劳动与社会保障,5879.0,黑龙江省,,哈尔滨市
1062,4935,本科一批第一次,文科,2,浙江财经大学,H13,1:1,515,515,2,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-821.dhtml,88,汉语言文学,非定向,1,533,1,4,5300,杭州,,1777.0,浙江省,,杭州市
1063,4936,本科一批第一次,文科,10,华北理工大学,632,1:1,476,476,10,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-71.dhtml,88,金融学,非定向,4,478,5,4,5000,主校区,,5780.0,河北省,,唐山市
1064,4943,本科一批第三次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,8A,工商管理（师范类）,非定向,10,470,6,4,4600,盛乐校区,,6623.0,内蒙古自治区,,呼和浩特市
1065,4945,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,8B,人力资源管理（师范类）,非定向,15,473,15,4,4600,盛乐校区,,6260.0,内蒙古自治区,,呼和浩特市
1066,4947,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,8C,会计学（师范类）,非定向,10,494,18,4,4600,盛乐校区,,4305.0,内蒙古自治区,,呼和浩特市
1067,4954,本科一批第二次,文科,153,内蒙古农业大学,755,1:1,469,469,153,156,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-110.dhtml,90,金融学,非定向,30,469,26,4,4400,校本部,,6732.0,内蒙古自治区,,呼和浩特市
1068,4956,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,91,行政管理,非定向,17,472,19,4,4600,盛乐校区,,6374.0,内蒙古自治区,,呼和浩特市
1069,4957,本科一批第一次,文科,10,华北理工大学,632,1:1,476,476,10,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-71.dhtml,91,护理学,非定向,3,476,3,4,5200,主校区,,5964.0,河北省,,唐山市
1070,4958,本科一批第二次,文科,153,内蒙古农业大学,755,1:1,469,469,153,156,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-110.dhtml,91,经济学,非定向,35,469,31,4,4400,校本部,,6732.0,内蒙古自治区,,呼和浩特市
1071,4965,本科一批第一次,文科,18,中国海洋大学,148,1:1,521,521,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-331.dhtml,92,朝鲜语,非定向,3,521,2,4,5280,崂山校区,,2426.0,山东省,"['985', '211', 'DFC']",青岛市
1072,4967,本科一批第一次,文科,11,深圳大学,B82,1:1,545,545,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-451.dhtml,92,英语,非定向,2,545,3,4,6230,粤海校区,,1288.0,广东省,,深圳市
1073,4972,本科一批第一次,文科,153,内蒙古农业大学,755,1:1,469,469,153,156,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-110.dhtml,93,财务管理,非定向,37,480,49,4,4400,校本部,,5564.0,内蒙古自治区,,呼和浩特市
1074,4973,本科一批第二次,文科,10,华北理工大学,632,1:1,476,476,10,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-71.dhtml,93,助产学,非定向,3,476,2,4,5200,主校区,,5964.0,河北省,,唐山市
1075,4976,本科一批第一次,文科,18,中国海洋大学,148,1:1,521,521,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-331.dhtml,93,德语,非定向,2,521,1,4,5280,崂山校区,,2426.0,山东省,"['985', '211', 'DFC']",青岛市
1076,4980,本科一批第一次,文科,153,内蒙古农业大学,755,1:1,469,469,153,156,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-110.dhtml,94,会计学,非定向,26,493,32,4,4400,校本部,,4384.0,内蒙古自治区,,呼和浩特市
1077,4981,本科一批第一次,文科,18,中国海洋大学,148,1:1,521,521,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-331.dhtml,94,法语,非定向,2,558,3,4,5280,崂山校区,,888.0,山东省,"['985', '211', 'DFC']",青岛市
1078,4984,本科一批第二次,文科,29,哈尔滨商业大学,054,1:1,471,471,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-194.dhtml,94,外国语言文学类（外语学院）,非定向,6,471,4,4,5000,北校区,包含专业：英语、商务英语,6497.0,黑龙江省,,哈尔滨市
1079,4987,本科一批第三次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,94,公共事业管理（师范类）,非定向,20,470,10,4,4600,盛乐校区,,6623.0,内蒙古自治区,,呼和浩特市
1080,4990,本科一批第一次,文科,17,湖南科技大学,A99,1:1,482,482,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-412.dhtml,95,法学,非定向,3,524,4,4,5000,湖南省湘潭市,,2250.0,湖南省,,湘潭市
1081,4996,本科一批第三次,文科,153,内蒙古农业大学,755,1:1,469,469,153,156,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-110.dhtml,96,农林经济管理,非定向,25,469,16,4,4400,校本部,,6732.0,内蒙古自治区,,呼和浩特市
1082,5002,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,98,政治学与行政学（师范类）,非定向,40,496,55,4,4200,盛乐校区,,4144.0,内蒙古自治区,,呼和浩特市
1083,5005,本科一批第一次,文科,17,湖南科技大学,A99,1:1,482,482,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-412.dhtml,99,地理信息科学,非定向,2,506,2,4,5900,湖南省湘潭市,,3407.0,湖南省,,湘潭市
1084,5021,本科一批第一次,文科,10,贵州大学,591,1:1,514,514,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-509.dhtml,9Q,汉语言文学,非定向,2,552,2,4,4920,校本部,,1060.0,贵州省,"['211', 'DFC']",贵阳市
