,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking,CollegeLevel,CollegeProvince,CollegeCity
873,1176,本科一批第一次,理科,25,西南政法大学,017,1:1,515,515,25,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-504.dhtml,0E,金融学,非定向,2,551,2,4,5600,渝北校区,,5919.0,,重庆市,重庆市
874,1177,本科一批第一次,理科,860,内蒙古科技大学包头医学院,759,1:1.2,434,434,1032,823,209,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6426412.dhtml,0E,法医学,非定向,11,454,14,5,5000,校本部,女生慎报,23766.0,,内蒙古自治区,包头市
875,1178,本科一批第一次,理科,36,南京邮电大学,232,1:1,549,549,36,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-232.dhtml,0E,自动化,非定向,5,549,5,4,5800,仙林校区,,6181.0,['DFC'],江苏省,南京市
876,1179,本科一批第一次,理科,133,中国矿业大学,463,1:1,512,512,133,136,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-229.dhtml,0E,土木类,非定向,6,512,6,4,5800,,包含专业：土木工程、工程管理、建筑环境与能源应用工程,11556.0,['211'],江苏省,徐州市
877,1180,本科一批第一次,理科,28,大连外国语大学,033,1:1,434,434,28,28,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0E,俄语,非定向,4,445,5,4,8000,主校区,,26060.0,,辽宁省,大连市
878,1182,本科一批第一次,理科,49,云南大学,749,1:1,488,488,49,50,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,0E,经济学类,非定向,3,510,4,4,4000,呈贡校区,大类培养分流办法详见《云南大学2023年本科招生章程》。包含专业：经济学、财政学、金融学、国际经济与贸易,11901.0,"['211', 'DFC']",云南省,昆明市
879,1183,本科一批第一次,理科,119,南华大学,464,1:1,451,451,119,131,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-427.dhtml,0E,安全工程（含卓越工程师班）,非定向,2,471,2,4,5900,红湘校区,,19717.0,,湖南省,衡阳市
880,1184,本科一批第一次,理科,68,华北电力大学（保定）,131,1:1,524,524,68,70,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-69.dhtml,0E,储能科学与工程,非定向,2,561,2,4,5500,校本部,,4764.0,['DFC'],河北省,保定市
881,1185,本科一批第一次,理科,77,北京邮电大学,234,1:1.04,591,567,81,85,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-13.dhtml,0E,理科试验班（信息科学）,非定向,4,567,0,4,5500,沙河校区,包含专业：数学与应用数学、信息与计算科学、应用物理学,4177.0,"['211', 'DFC']",北京市,北京市
882,1186,本科一批第一次,理科,72,中国民用航空飞行学院,362,1:1,466,466,72,76,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481.dhtml,0E,网络空间安全,非定向,3,466,2,4,,校本部,无色盲色弱。,20873.0,,四川省,德阳市
883,1187,本科一批第一次,理科,29,南京审计大学,031,1:1,496,496,29,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-755.dhtml,0E,法学（法务会计）,非定向,3,537,3,4,5200,江苏省南京市,,7812.0,,江苏省,南京市
884,1190,本科一批第一次,理科,16,东华理工大学,466,1:1,436,436,16,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-316.dhtml,0E,测控技术与仪器,非定向,3,466,3,4,4940,南昌校区,,20873.0,,江西省,抚州市
885,1191,本科一批第一次,理科,68,华北电力大学（北京）,134,1:1,546,546,68,74,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91460.dhtml,0E,经济学类,非定向,2,546,1,4,5000,北京校部,包含专业：金融学、经济学,6565.0,['DFC'],北京市,北京市
886,1193,本科一批第一次,理科,29,南京审计大学,031,1:1,496,496,29,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-755.dhtml,0F,法学（法务金融）,非定向,2,535,2,4,5200,江苏省南京市,,8087.0,,江苏省,南京市
887,1194,本科一批第一次,理科,25,北京工商大学,047,1:1,494,494,25,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-11.dhtml,0F,电子信息类,非定向,5,494,4,4,4600,良乡校区,包含专业：自动化、电气工程及其自动化、信息工程、人工智能,14896.0,,北京市,北京市
888,1195,本科一批第一次,理科,42,沈阳建筑大学,150,1:1,439,439,42,44,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-129.dhtml,0F,自动化,非定向,1,513,2,4,5200,主校区,,11404.0,,辽宁省,沈阳市
889,1196,本科一批第一次,理科,33,山东大学威海分校,313,1:1,549,549,33,35,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-330.dhtml,0F,数学类,非定向,3,591,7,4,6000,威海校区,包含专业：数学与应用数学、信息与计算科学、统计学,2250.0,,山东省,威海市
890,1197,本科一批第一次,理科,73,海南大学,925,1:1,479,479,73,76,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-450.dhtml,0F,生物科学,非定向,3,508,4,4,4600,海甸校区,,12271.0,"['211', 'DFC']",海南省,海口市
891,1198,本科一批第一次,理科,19,沈阳药科大学,391,1:1,438,438,19,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-137.dhtml,0F,药事管理,非定向,1,497,1,4,5500,南校区,药学基础交叉学习，非英语不宜报考,14323.0,,辽宁省,沈阳市
892,1200,本科一批第一次,理科,860,内蒙古科技大学包头医学院,759,1:1.2,434,434,1032,823,209,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6426412.dhtml,0F,医学检验技术,非定向,6,458,9,4,5000,校本部,,22756.0,,内蒙古自治区,包头市
893,1202,本科一批第一次,理科,49,云南大学,749,1:1,488,488,49,50,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,0F,法学,非定向,3,549,3,4,4000,呈贡校区,,6181.0,"['211', 'DFC']",云南省,昆明市
894,1203,本科一批第一次,理科,20,上海海事大学,137,1:1,474,474,20,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-202.dhtml,0F,能源与动力工程,非定向,2,511,2,4,7000,临港校区,,11735.0,,上海市,上海市
895,1204,本科一批第一次,理科,14,北方工业大学,427,1:1,479,479,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-9.dhtml,0F,储能科学与工程,非定向,1,487,2,4,4600,校本部,,16260.0,,北京市,北京市
896,1205,本科一批第一次,理科,68,华北电力大学（保定）,131,1:1,524,524,68,70,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-69.dhtml,0F,氢能科学与工程,非定向,2,568,3,4,5500,校本部,,4074.0,['DFC'],河北省,保定市
897,1206,本科一批第一次,理科,37,济南大学,306,1:1,464,464,37,40,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-334.dhtml,0F,信息管理与信息系统,非定向,2,489,2,4,6600,舜耕校区,,15879.0,,山东省,济南市
898,1208,本科一批第一次,理科,72,中国民用航空飞行学院,362,1:1,466,466,72,76,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481.dhtml,0F,导航工程（导航应用与规划、空管保障设施）,非定向,4,498,4,4,,校本部,无色盲色弱。,14116.0,,四川省,德阳市
899,1209,本科一批第一次,理科,44,安徽大学,920,1:1,497,497,44,45,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-275.dhtml,0F,网络工程,非定向,4,559,4,4,5400,龙河校区,,5000.0,"['211', 'DFC']",安徽省,合肥市
900,1210,本科一批第一次,理科,37,上海立信会计金融学院,964,1:1,473,473,37,40,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-695.dhtml,0F,应用统计学,非定向,2,493,2,4,7000,上川路校区,,15072.0,,上海市,上海市
901,1211,本科一批第一次,理科,60,齐鲁工业大学,617,1:1,467,467,60,77,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-337.dhtml,0F,机械设计制造及其自动化,非定向,5,489,5,4,6600,长清校区,,15879.0,,山东省,济南市
902,1212,本科一批第一次,理科,28,青岛理工大学,173,1:1,458,458,28,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-335.dhtml,0F,土木工程,非定向,2,462,2,4,6600,嘉陵江路校区,,21823.0,,山东省,青岛市
903,1213,本科一批第一次,理科,16,东华理工大学,466,1:1,436,436,16,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-316.dhtml,0F,水文与水资源工程,非定向,4,449,4,4,4940,南昌校区,,25058.0,,江西省,抚州市
904,1215,本科一批第一次,理科,64,暨南大学,377,1:1.02,508,494,66,67,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-429.dhtml,0F,国际经济与贸易,非定向,2,535,2,4,6060,番禺校区,,8087.0,"['211', 'DFC']",广东省,广州市
905,1216,本科一批第二次,理科,12,江西中医药大学,433,1:1,434,434,12,11,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-322.dhtml,0F,药学,非定向,3,434,2,4,5220,湾里校区,不予录取有色盲、色弱及其他各类不能准确识别颜色的考生,28969.0,,江西省,南昌市
906,1217,本科一批第二次,理科,68,华北电力大学（北京）,134,1:1,546,546,68,74,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91460.dhtml,0F,供应链管理,非定向,1,546,0,4,5000,北京校部,,6565.0,['DFC'],北京市,北京市
907,1218,本科一批第一次,理科,111,中国民航大学,363,1:1,481,481,111,115,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-52.dhtml,0G,信息安全,非定向,2,521,2,4,5800,东丽校区,不招色弱，色盲。,10105.0,,天津市,天津市
908,1219,本科一批第一次,理科,12,江西中医药大学,433,1:1,434,434,12,11,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-322.dhtml,0G,中药学,非定向,3,479,3,4,5220,湾里校区,不予录取有色盲、色弱及其他各类不能准确识别颜色的考生,17915.0,,江西省,南昌市
909,1220,本科一批第一次,理科,25,北京工商大学,047,1:1,494,494,25,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-11.dhtml,0G,光电信息科学与工程,非定向,5,508,6,4,4600,良乡校区,,12271.0,,北京市,北京市
910,1221,本科一批第一次,理科,42,沈阳建筑大学,150,1:1,439,439,42,44,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-129.dhtml,0G,建筑电气与智能化,非定向,1,467,1,4,5200,主校区,,20619.0,,辽宁省,沈阳市
911,1222,本科一批第一次,理科,42,合肥工业大学（宣城校区）,J72,1:1,495,495,42,45,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-277.dhtml,0G,城市地下空间工程,非定向,2,508,2,4,6050,宣城校区,,12271.0,,安徽省,宣城市
912,1223,本科一批第一次,理科,29,河北医科大学,581,1:1,466,466,29,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-76.dhtml,0G,临床药学,非定向,3,466,3,5,5200,中山校区,,20873.0,,河北省,石家庄市
913,1224,本科一批第一次,理科,73,海南大学,925,1:1,479,479,73,76,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-450.dhtml,0G,生物技术,非定向,2,517,2,4,4600,海甸校区,,10758.0,"['211', 'DFC']",海南省,海口市
914,1225,本科一批第一次,理科,54,哈尔滨工程大学,410,1:1,549,549,54,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-177.dhtml,0G,核工程与核技术,非定向,4,549,3,4,4500,校本部,,6181.0,"['211', 'DFC']",黑龙江省,哈尔滨市
915,1226,本科一批第二次,理科,61,石家庄铁道大学,244,1:1,461,461,61,71,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-90.dhtml,0G,材料类,非定向,6,461,3,4,4900,龙山校区,包含专业：材料科学与工程、金属材料工程、无机非金属材料工程、功能材料、焊接技术与工程,22055.0,,河北省,石家庄市
916,1227,本科一批第一次,理科,90,沈阳农业大学,072,1:1,438,438,90,91,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-131.dhtml,0G,农业资源与环境,非定向,5,461,5,4,5200,主校区,,22055.0,,辽宁省,沈阳市
917,1228,本科一批第三次,理科,860,内蒙古科技大学包头医学院,759,1:1.2,434,434,1032,823,209,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6426412.dhtml,0G,卫生检验与检疫,非定向,8,434,2,4,5000,校本部,,28969.0,,内蒙古自治区,包头市
918,1229,本科一批第六次,理科,28,大连外国语大学,033,1:1,434,434,28,28,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0G,阿拉伯语,非定向,2,434,0,4,8000,主校区,,28969.0,,辽宁省,大连市
919,1230,本科一批第一次,理科,34,苏州大学,327,1:1,519,519,34,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-224.dhtml,0G,智能测控工程,非定向,1,572,2,4,,苏州,,3695.0,"['211', 'DFC']",江苏省,苏州市
920,1231,本科一批第一次,理科,24,上海财经大学,024,1:1,570,570,24,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-213.dhtml,0G,投资学,非定向,2,584,2,4,7150,主校区,,2715.0,"['211', 'DFC']",上海市,上海市
921,1232,本科一批第一次,理科,49,华中科技大学,328,1:1,596,596,49,52,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-384.dhtml,0G,能源动力类,非定向,3,628,6,4,5850,校本部,包含专业：能源与动力工程、新能源科学与工程、储能科学与工程,689.0,"['985', '211', 'DFC']",湖北省,武汉市
922,1233,本科一批第一次,理科,68,华北电力大学（保定）,131,1:1,524,524,68,70,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-69.dhtml,0G,建筑环境与能源应用工程,非定向,1,555,1,4,5500,校本部,,5442.0,['DFC'],河北省,保定市
