,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking,CollegeLevel,CollegeProvince,CollegeCity
10,12,本科一批第一次,理科,66,天津科技大学,229,1:1,457,457,66,73,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-50.dhtml,01,智能制造工程,非定向,2,520,2,4,,河西校区,实行学分制收费,10270.0,,天津市,天津市
11,13,本科一批第一次,理科,20,广西大学,745,1:1,489,489,20,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-453.dhtml,01,数学类,非定向,2,489,2,4,5950,校本部,包含专业：数学与应用数学、信息与计算科学,15879.0,"['211', 'DFC']",广西壮族自治区,南宁市
12,14,本科一批第一次,理科,37,上海立信会计金融学院,964,1:1,473,473,37,40,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-695.dhtml,01,会计学,非定向,4,522,4,4,6500,文翔路校区,,9977.0,,上海市,上海市
13,15,本科一批第一次,理科,5,西南石油大学,M30,1:1,487,487,5,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-473.dhtml,01,石油工程,非定向,3,496,3,4,5200,成都校区,,14526.0,['DFC'],四川省,成都市
14,17,本科一批第一次,理科,71,华侨大学,378,1:1,459,459,71,78,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-300.dhtml,01,哲学（中西人文综合试验班）,非定向,2,475,2,4,5460,厦门校区,只招收有专业志愿的考生,18825.0,,福建省,泉州市
15,18,本科一批第一次,理科,31,郑州轻工业大学,223,1:1,477,477,31,44,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-363.dhtml,01,计算机科学与技术,非定向,2,500,2,4,5500,科学校区,,13724.0,,河南省,郑州市
16,20,本科一批第一次,理科,15,天津外国语大学,551,1:1,457,457,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-59.dhtml,01,外国语言文学类（英语类）,非定向,2,517,2,4,5400,马场道校区,包含专业：英语、翻译、商务英语,10758.0,,天津市,天津市
17,21,本科一批第一次,理科,37,北京中医药大学,399,1:1,519,519,37,44,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-23.dhtml,01,中医学（领军人才培养计划）,非定向,1,639,2,9,5800,良乡校区,,435.0,['DFC'],北京市,北京市
18,22,本科一批第一次,理科,15,北京工业大学,525,1:1,518,518,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5.dhtml,01,生物技术（实验班）,非定向,2,526,2,4,5000,,第一年在通州校区，第二至四年在平乐园校区，色盲限报,9368.0,"['211', 'DFC']",北京市,北京市
19,23,本科一批第一次,理科,13,对外经济贸易大学,061,1:1,578,578,13,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-32.dhtml,01,金融学类,非定向,5,583,5,4,5000,北京,包含专业：金融学、金融学(国际金融与市场)、经济与金融、投资学、保险学(含与大数据专业双学士学位项目),2793.0,"['211', 'DFC']",北京市,北京市
20,25,本科一批第一次,理科,97,东北农业大学,877,1:1,459,459,97,104,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-182.dhtml,01,植物生产类（1）,非定向,8,512,9,4,5000,校本部,包含专业：农学、种子科学与工程,11556.0,"['211', 'DFC']",黑龙江省,哈尔滨市
21,26,本科一批第一次,理科,21,宁波诺丁汉大学,E76,1:1,481,481,21,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-405725.dhtml,01,国际商务（中外合作办学）,非定向,3,494,3,4,100000,宁波,英语单科不低于115分，含4个专业方向：国际商务管理、国际商务经济学、国际商务与国际传播学、国际商务与法语/德语/西班牙语/日语/汉语。,14896.0,,浙江省,宁波市
22,28,本科一批第三次,理科,1412,内蒙古农业大学,755,1:1,434,434,1412,1292,120,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-110.dhtml,01,动物科学,非定向,69,434,32,4,4600,校本部,含卓越农林计划,28969.0,,内蒙古自治区,呼和浩特市
23,29,本科一批第一次,理科,92,大连海事大学,250,1:1,514,514,92,94,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-127.dhtml,01,自动化类,非定向,10,556,10,4,5200,校本部,包含专业：自动化、电气工程及其自动化、测控技术与仪器,5321.0,"['211', 'DFC']",辽宁省,大连市
24,30,本科一批第一次,理科,61,石家庄铁道大学,244,1:1,461,461,61,71,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-90.dhtml,01,土木类,非定向,14,479,16,4,4900,龙山校区,包含专业：土木工程、铁道工程、测绘工程、勘查技术与工程、城市地下空间工程、智能建造,17915.0,,河北省,石家庄市
25,31,本科一批第一次,理科,113,辽宁工程技术大学,450,1:1,438,438,113,116,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-123.dhtml,01,采矿工程,非定向,4,481,4,4,5200,阜新校区中华路校园,只招男生,17482.0,,辽宁省,阜新市
26,32,本科一批第一次,理科,53,哈尔滨理工大学,099,1:1,450,450,53,55,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-175.dhtml,01,机械设计制造及其自动化,非定向,4,489,4,4,3500,校本部,,15879.0,,黑龙江省,哈尔滨市
27,34,本科一批第一次,理科,51,西安建筑科技大学,171,1:1,450,450,51,61,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-551.dhtml,01,建筑学,非定向,2,509,2,5,6480,雁塔校区,,12069.0,,陕西省,西安市
28,35,本科一批第一次,理科,98,东北大学秦皇岛分校,182,1:1,517,517,98,100,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-121.dhtml,01,经济学类,非定向,10,544,10,4,6240,秦皇岛市,包含专业：经济学、金融学、国际经济与贸易,6828.0,,河北省,秦皇岛市
29,36,本科一批第一次,理科,90,沈阳农业大学,072,1:1,438,438,90,91,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-131.dhtml,01,农学,非定向,4,472,6,4,5200,主校区,,19501.0,,辽宁省,沈阳市
30,37,本科一批第一次,理科,64,南京林业大学,080,1:1,466,466,64,67,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-235.dhtml,01,机械设计制造及其自动化,非定向,2,527,3,4,5800,新庄校区,,9222.0,['DFC'],江苏省,南京市
31,38,本科一批第一次,理科,29,北京大学医学部,330,1:1,639,639,29,38,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6405527.dhtml,01,基础医学（本博连读）,非定向,2,661,3,8,6000,北京市,色盲色弱不予录取,129.0,,北京市,北京市
32,39,本科一批第一次,理科,35,华北水利水电大学,145,1:1,456,456,35,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-68.dhtml,01,水利水电工程,非定向,4,503,4,4,5500,龙子湖校区,,13146.0,,河南省,郑州市
33,40,本科一批第一次,理科,57,江南大学,288,1:1,506,506,57,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-234.dhtml,01,食品科学与工程,非定向,3,571,3,4,6380,蠡湖校区,,3785.0,"['211', 'DFC']",江苏省,无锡市
34,41,本科一批第一次,理科,20,西安工业大学,B25,1:1,453,453,20,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-550.dhtml,01,数学与应用数学,非定向,2,504,2,4,5250,未央校区,,12966.0,,陕西省,西安市
35,43,本科一批第一次,理科,181,天津工业大学,219,1:1,483,483,181,187,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-51.dhtml,01,纺织工程,非定向,8,503,9,4,5400,校本部,,13146.0,['DFC'],天津市,天津市
36,44,本科一批第一次,理科,87,中国地质大学（北京）,160,1:1,489,489,87,93,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-27214.dhtml,01,地质学（理科基地班）,非定向,2,554,2,4,5500,校本部,不招色盲、色弱、单色识别不全,5563.0,"['211', 'DFC']",北京市,北京市
37,45,本科一批第一次,理科,20,重庆医科大学,883,1:1,458,458,20,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-485.dhtml,01,临床医学（5+3一体化）,非定向,1,620,1,5,6250,,不招收色盲色弱，矫正视力不得大于800度；第一年在西南大学培养,912.0,,重庆市,重庆市
38,46,本科一批第一次,理科,51,中国石油大学（北京）,435,1:1,511,511,51,53,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-798.dhtml,01,安全工程,非定向,2,519,2,4,5200,北京市,,10442.0,"['211', 'DFC']",北京市,北京市
